Temp,Humd,Label
27.0,37.0,1
27.0,34.0,1
27.0,34.0,1
27.0,33.0,1
26.0,33.0,1
26.0,31.0,1
26.0,31.0,1
25.0,30.0,1
26.0,72.0,1
26.0,72.0,1
26.0,71.0,1
26.0,64.0,1
26.0,58.0,1
26.0,58.0,1
26.0,57.0,1
26.0,57.0,1
26.0,56.0,1
25.0,52.0,1
25.0,47.0,1
25.0,43.0,1
25.0,43.0,1
25.0,43.0,1
25.0,41.0,1
25.0,41.0,1
25.0,40.0,1
25.0,40.0,1
25.0,40.0,1
25.0,39.0,1
25.0,39.0,1
24.0,38.0,1
24.0,37.0,1
24.0,37.0,1
